"Å@Å@ Å@ Å@Å@Å@áA Positive figures (+) show increase in net assets, negative figures (-) show decrease in net assets in ""Financial account"". ",,,,,,,,,,,,,,,,,,,
"Å@Å@ Å@ Å@Å@Å@áB Until 2013, figures based on BPM5 are rearranged in accordance with BPM6.",,,,,,,,,,,,,,,,,,,
"Å@ Å@Å@Å@Å@ Å@áC Certain figures from January 2023 up to September 2025 are revised as of April 8, 2026.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,åoèÌé˚éx (a+b+c),,,,,,,,éëñ{à⁄ì]ìôé˚éx,ã‡óZé˚éx ,,,,,,åÎç∑íEòR
,,,,Current account (a+b+c),,,,,,,,Capital account,Financial account ,,,,,,Net errors & omissions
,,,,,(a)ñfà’ÅEÉTÅ[ÉrÉXé˚éx,,,,,(b)ëÊàÍéüèäìæé˚éx,(c)ëÊìÒéüèäìæé˚éx,,,íºê⁄ìäéë,èÿåîìäéë,ã‡óZîhê∂è§ïi,ÇªÇÃëºìäéë,äOâ›èÄîı,
,,,,,(a)Goods & services,,,,,(b)Primary income,(c)Secondary income,,,Direct investment,Portfolio investment,Financial derivatives(other than reserves),Other investment,Reserve assets,
,,,,,,ñfà’é˚éx,,,ÉTÅ[ÉrÉXé˚éx,,,,,,,,,,
,,,,,,Goods,óAèo,óAì¸,Services,,,,,,,,,,
,,,,,,,Exports,Imports,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ïΩê¨8îN,1Å`3åé,1996,1st quarter,"22,105","9,148","24,344","104,163","79,819","-15,195","16,042","-3,086","-1,680","12,437","7,838","19,081","1,220","-38,903","23,200","-7,988"
,4Å`6åé,,2nd quarter,"16,617","2,066","18,343","102,840","84,497","-16,277","16,686","-2,135",-641,"16,049","9,141","-31,568",597,"30,329","7,549",73
,7Å`9åé,,3rd quarter,"17,277","4,411","22,217","107,003","84,786","-17,805","15,018","-2,152",-804,"14,736","6,067","37,576","1,677","-35,889","5,304","-1,737"
,10Å`12åé,,4th quarter,"18,945","7,549","25,442","116,147","90,704","-17,894","13,799","-2,403",-411,"29,502","5,601","11,993","4,517","4,020","3,370","10,968"
ïΩê¨9îN,1Å`3åé,1997,1st quarter,"20,870","5,182","21,599","116,526","94,927","-16,417","19,545","-3,856","-2,290","38,259","4,874","39,500","2,740","-13,395","4,540","19,679"
,4Å`6åé,,2nd quarter,"29,542","13,903","29,992","121,267","91,276","-16,089","18,045","-2,406",-780,"27,752","8,463","-4,246",155,"18,904","4,476","-1,010"
,7Å`9åé,,3rd quarter,"28,333","14,765","32,582","121,103","88,521","-17,817","15,321","-1,753","-1,288","39,785","7,333",921,"1,047","26,147","4,338","12,740"
,10Å`12åé,,4th quarter,"36,955","23,830","39,537","129,905","90,368","-15,707","15,823","-2,698",-521,"46,671","5,239","-77,577","3,224","121,477","-5,693","10,237"
ïΩê¨10îN,1Å`3åé,1998,1st quarter,"36,802","20,271","34,810","120,237","85,427","-14,539","20,018","-3,487","-6,533","39,784","9,002","35,844","2,343","-11,901","4,496","9,515"
,4Å`6åé,,2nd quarter,"37,270","24,454","41,286","121,360","80,074","-16,832","15,155","-2,339","-1,123","52,023","5,936","17,777","2,530","49,748","-23,967","15,876"
,7Å`9åé,,3rd quarter,"40,417","25,630","43,324","125,173","81,849","-17,694","17,353","-2,565","-10,003","21,339","1,004","46,273","-1,157","-30,004","5,224","-9,075"
,10Å`12åé,,4th quarter,"35,491","24,944","41,362","116,128","74,766","-16,418","13,620","-3,073","-1,653","23,081","6,199","-41,905","-4,751","59,275","4,262","-10,757"
ïΩê¨11îN,1Å`3åé,1999,1st quarter,"30,316","20,602","34,993","108,162","73,168","-14,392","16,327","-6,613","-8,307","38,945","1,765","18,945","3,932","3,432","10,871","16,936"
,4Å`6åé,,2nd quarter,"33,444","19,243","34,437","111,157","76,719","-15,195","16,333","-2,132","-4,098","28,779","1,787","-14,543","1,012","9,967","30,556",-566
,7Å`9åé,,3rd quarter,"34,700","20,232","38,012","116,522","78,510","-17,780","17,087","-2,619","-5,784","29,275","3,363","16,466",173,"-18,662","27,936",359
,10Å`12åé,,4th quarter,"31,274","18,574","33,927","116,706","82,779","-15,354","15,206","-2,506",-899,"33,831","3,689","9,155","-1,812","4,199","18,600","3,456"
ïΩê¨12îN,1Å`3åé,2000,1st quarter,"36,632","20,446","32,515","117,390","84,875","-12,069","19,765","-3,579","-4,886","43,818",259,"-26,388","1,408","47,719","20,820","12,072"
,4Å`6åé,,2nd quarter,"38,302","20,545","33,540","120,845","87,304","-12,995","19,655","-1,898",-994,"51,168","15,252","44,971",118,"-27,402","18,228","13,860"
,7Å`9åé,,3rd quarter,"38,776","20,676","34,509","125,036","90,527","-13,833","20,544","-2,444","-3,117","25,716","16,524","17,415",19,"-15,522","7,280","-9,943"
,10Å`12åé,,4th quarter,"26,905","12,631","26,418","126,365","99,946","-13,787","16,949","-2,675",-950,"28,055","4,864","2,472","3,545","10,893","6,281","2,099"
ïΩê¨13îN,1Å`3åé,2001,1st quarter,"31,820","9,721","22,758","120,076","97,318","-13,037","24,455","-2,356","-1,457","27,993","17,620",-485,"4,489","3,816","2,554","-2,370"
,4Å`6åé,,2nd quarter,"21,598","4,948","20,878","115,336","94,458","-15,930","19,165","-2,515",-638,"39,250","3,381","-13,303","2,157","41,697","5,318","18,289"
,7Å`9åé,,3rd quarter,"26,116","7,943","23,412","113,142","89,730","-15,469","20,574","-2,401",-748,"21,254","9,158","68,566","-6,451","-80,120","30,101","-4,115"
,10Å`12åé,,4th quarter,"24,990","9,508","21,421","111,813","90,393","-11,913","17,814","-2,332",-619,"17,132","6,843","1,514","-2,048",-567,"11,392","-7,238"
ïΩê¨14îN,1Å`3åé,2002,1st quarter,"41,294","16,167","27,847","116,182","88,334","-11,680","24,073","1,053","-1,931","49,515","6,801","59,300","3,755","-25,351","5,008","10,151"
,4Å`6åé,,2nd quarter,"33,698","17,743","31,921","121,764","89,842","-14,179","17,974","-2,018",-850,"31,449","5,137","-10,028",161,"-2,605","38,784","-1,399"
,7Å`9åé,,3rd quarter,"32,822","15,031","29,866","120,945","91,079","-14,835","20,379","-2,588","-1,022","24,873","3,219","85,983","-4,645","-69,931","10,247","-6,927"
,10Å`12åé,,4th quarter,"29,023","15,749","31,576","130,139","98,562","-15,828","15,679","-2,405",-414,"28,131","9,174","-3,770","-1,901","20,697","3,930",-478
ïΩê¨15îN,1Å`3åé,2003,1st quarter,"35,906","15,085","25,878","122,437","96,559","-10,794","23,751","-2,930","-1,343","41,973","3,682","73,938","-1,679","-62,994","29,027","7,410"
,4Å`6åé,,2nd quarter,"38,123","20,847","28,458","125,536","97,077","-7,611","18,948","-1,672","-2,060","13,695","7,324","43,036","-1,181","-85,125","49,642","-22,369"
,7Å`9åé,,3rd quarter,"46,089","22,711","32,918","129,790","96,873","-10,207","25,235","-1,856",-552,"45,103","10,390","20,570","3,158","-57,628","68,614",-434
,10Å`12åé,,4th quarter,"41,135","24,910","37,377","135,528","98,152","-12,466","18,464","-2,239",-717,"36,089","8,248","-22,812","-6,372","-10,981","68,006","-4,330"
ïΩê¨16îN,1Å`3åé,2004,1st quarter,"52,957","27,585","36,301","136,730","100,428","-8,717","27,806","-2,433","-2,268","42,241","5,562","-6,131","1,437","-115,135","156,509","-8,447"
,4Å`6åé,,2nd quarter,"48,455","26,117","37,567","142,742","105,174","-11,450","24,051","-1,713",-315,"46,305","8,451","-9,540",395,"41,649","5,349","-1,835"
,7Å`9åé,,3rd quarter,"51,016","25,141","36,244","146,639","110,395","-11,103","28,037","-2,162",-690,"48,179","10,611","35,728","-2,025","-1,861","5,728","-2,147"
,10Å`12åé,,4th quarter,"44,513","23,118","34,122","150,925","116,803","-11,004","23,595","-2,200","-1,860","24,203","11,165","-43,460","-2,397","53,806","5,089","-18,450"
ïΩê¨17îN,1Å`3åé,2005,1st quarter,"48,358","21,248","30,705","144,250","113,545","-9,457","31,004","-3,894","-1,221","50,943","7,592","18,888",-464,"19,309","5,618","3,806"
,4Å`6åé,,2nd quarter,"42,511","18,181","28,421","151,258","122,837","-10,240","26,449","-2,120",-711,"32,574","9,862","-23,025","-3,908","43,597","6,047","-9,226"
,7Å`9åé,,3rd quarter,"48,474","16,281","27,714","160,124","132,410","-11,433","33,440","-1,247",-379,"40,883","12,758","85,663",755,"-65,063","6,770","-7,212"
,10Å`12åé,,4th quarter,"47,934","21,220","30,872","174,463","143,590","-9,652","27,610",-896,"-3,179","39,045","21,492","-70,826","11,640","70,613","6,127","-5,710"
ïΩê¨18îN,1Å`3åé,2006,1st quarter,"55,209","18,391","23,669","170,104","146,434","-5,279","41,489","-4,671","-2,944","50,745","5,421","17,915",513,"18,286","8,610","-1,519"
,4Å`6åé,,2nd quarter,"41,500","13,717","24,832","173,674","148,842","-11,115","30,583","-2,799","-1,405","32,182","31,859","-134,192","-2,080","127,044","9,550","-7,914"
,7Å`9åé,,3rd quarter,"54,564","17,252","28,051","184,159","156,108","-10,799","39,817","-2,504",-347,"43,662","9,650","121,452",100,"-96,700","9,161","-10,556"
,10Å`12åé,,4th quarter,"52,034","24,101","34,149","192,331","158,182","-10,048","30,389","-2,456",-837,"33,905","23,261","-153,135","-1,368","155,273","9,875","-17,292"
ïΩê¨19îN,1Å`3åé,2007,1st quarter,"70,766","26,790","34,145","189,848","155,703","-7,355","49,023","-5,047","-2,497","83,422","13,922","13,989",-107,"44,752","10,865","15,153"
,4Å`6åé,,2nd quarter,"56,226","20,661","33,342","195,606","162,264","-12,681","38,291","-2,725",-221,"54,824","16,891","-32,895",221,"60,043","10,564","-1,181"
,7Å`9åé,,3rd quarter,"68,589","27,462","39,387","203,328","163,941","-11,924","44,144","-3,017",-706,"69,762","7,966","37,849","-2,397","15,579","10,765","1,879"
,10Å`12åé,,4th quarter,"53,908","23,339","34,999","211,454","176,455","-11,660","33,360","-2,792","-1,307","55,767","21,424","-101,458",-966,"125,988","10,779","3,166"
ïΩê¨20îN,1Å`3åé,2008,1st quarter,"64,652","19,439","29,135","202,239","173,104","-9,695","49,680","-4,468","-1,622","74,867","18,118","155,917","-8,597","-99,302","8,731","11,837"
,4Å`6åé,,2nd quarter,"33,091","6,946","17,086","199,929","182,843","-10,140","29,064","-2,919",-749,"38,495","6,227","-70,683","3,381","91,989","7,580","6,153"
,7Å`9åé,,3rd quarter ,"36,954",-56,"9,465","211,250","201,785","-9,521","40,365","-3,355","-1,187","31,981","15,153","22,435","-2,462","-11,985","8,839","-3,786"
,10Å`12åé,,4th quarter,"14,089","-7,430","2,345","162,693","160,348","-9,775","24,293","-2,773","-2,025","41,159","49,744","174,218","-16,885","-172,768","6,851","29,095"
ïΩê¨21îN,1Å`3åé,2009,1st quarter,"22,751","-8,338","-2,213","105,580","107,793","-6,125","35,331","-4,243",-979,"56,811","10,777","124,746","-3,615","-76,584","1,487","35,039"
,4Å`6åé,,2nd quarter,"32,188","4,752","14,821","120,047","105,226","-10,069","30,602","-3,165",-737,"21,573","12,175","38,099","2,613","-33,935","2,622","-9,878"
,7Å`9åé,,3rd quarter,"42,610","9,155","17,085","136,245","119,161","-7,930","35,536","-2,081","-1,851","44,000","18,363","54,415","-1,782","-43,732","16,736","3,241"
,10Å`12åé,,4th quarter,"38,376","15,680","24,183","149,343","125,160","-8,503","24,842","-2,146","-1,086","33,908","15,980","-17,774","-6,704","37,987","4,420","-3,382"
ïΩê¨22îN,1Å`3åé,2010,1st quarter,"54,376","18,851","24,161","153,433","129,271","-5,310","38,888","-3,363","-1,212","69,118","10,021","56,568","-2,167","4,483",214,"15,953"
,4Å`6åé,,2nd quarter,"43,760","15,942","24,193","162,932","138,739","-8,251","30,566","-2,748",-693,"40,150","14,761","-7,518","-1,079","26,856","7,130","-2,917"
,7Å`9åé,,3rd quarter,"54,554","17,822","23,700","162,276","138,575","-5,878","39,328","-2,596","-1,643","77,588","12,193","83,840","-2,461","-41,003","25,019","24,678"
,10Å`12åé,,4th quarter,"41,138","15,956","23,105","165,273","142,168","-7,149","27,391","-2,209",-794,"30,243","25,535","-5,877","-4,554","9,575","5,563","-10,102"
ïΩê¨23îN,1Å`3åé,2011,1st quarter,"43,236","5,456","9,333","158,693","149,360","-3,877","41,975","-4,196","-1,675","60,431","12,793","-6,873","1,393","38,794","14,324","18,870"
,4Å`6åé,,2nd quarter,"18,039","-14,890","-7,665","149,788","157,453","-7,225","35,476","-2,547",-45,"9,563","20,661","-84,026","-5,665","75,841","2,751","-8,431"
,7Å`9åé,,3rd quarter,"33,385","-6,207","1,633","163,809","162,176","-7,840","41,663","-2,072",-80,"44,747","29,801","-5,379","-6,476","-13,561","40,362","11,442"
,10Å`12åé,,4th quarter,"9,353","-15,460","-6,604","157,363","163,967","-8,856","27,095","-2,281","2,082","11,553","29,846","-38,967","-2,723","-57,064","80,461",117
ïΩê¨24îN,1Å`3åé,2012,1st quarter,"21,075","-13,749","-9,461","157,479","166,940","-4,288","38,850","-4,027",604,"21,218","17,580","67,326",802,"-55,857","-8,634",-461
,4Å`6åé,,2nd quarter,"11,322","-18,806","-7,830","160,303","168,133","-10,976","32,964","-2,836",221,"13,810","31,972","-53,973","3,605","44,907","-12,700","2,267"
,7Å`9åé,,3rd quarter,"15,678","-22,447","-11,010","151,974","162,984","-11,437","40,103","-1,978","-1,191","16,683","18,713","23,706","-5,496","-16,702","-3,538","2,196"
,10Å`12åé,,4th quarter,-435,"-25,827","-14,418","149,812","164,230","-11,409","27,996","-2,604",-438,"-9,786","25,326","-12,624","6,993","-23,838","-5,643","-8,913"
ïΩê¨25îN,1Å`3åé,2013,1st quarter,"15,930","-25,673","-19,215","159,936","179,152","-6,458","43,761","-2,158","-2,302","-5,988","20,572","-92,263","29,659","38,097","-2,053","-19,616"
,4Å`6åé,,2nd quarter,"21,342","-22,958","-15,055","170,967","186,021","-7,904","47,258","-2,957","-3,477","-8,838","35,483","-161,653","18,131","85,566","13,635","-26,704"
,7Å`9åé,,3rd quarter,"17,473","-31,569","-22,463","171,742","194,205","-9,106","50,931","-1,889","-1,111","34,639","50,966","50,719","3,391","-94,780","24,343","18,277"
,10Å`12åé,,4th quarter,"-10,180","-42,320","-31,002","175,644","206,646","-11,319","35,028","-2,887",-546,"-23,900","35,438","-62,455","4,336","-3,798","2,579","-13,175"
ïΩê¨26îN,1Å`3åé,2014,1st quarter,"-4,707","-47,938","-41,936","178,973","220,910","-6,002","49,974","-6,743",-705,"-11,731","26,381","-36,201","5,910","-14,156","6,335","-6,319"
,4Å`6åé,,2nd quarter,"8,556","-29,275","-20,587","177,947","198,534","-8,688","42,492","-4,661",-390,"20,454","35,434","25,793","2,816","-41,794","-1,795","12,288"
,7Å`9åé,,3rd quarter,"19,607","-33,476","-24,410","183,873","208,283","-9,066","57,572","-4,488",-679,"33,773","22,003","32,031","6,816","-29,955","2,878","14,845"
,10Å`12åé,,4th quarter,"15,759","-24,299","-17,720","199,954","217,673","-6,580","44,110","-4,052",-315,"20,286","42,059","-69,954","22,102","24,598","1,481","4,842"
ïΩê¨27îN,1Å`3åé,2015,1st quarter,"43,109","-7,066","-3,672","194,629","198,301","-3,394","56,314","-6,139","-1,323","67,615","34,418","63,218","14,775","-45,152",356,"25,829"
,4Å`6åé,,2nd quarter,"39,119","-7,896","-1,052","184,479","185,531","-6,843","51,326","-4,312",-267,"49,451","42,093","3,677","7,248","-5,997","2,430","10,600"
,7Å`9åé,,3rd quarter,"49,911","-7,002","-4,290","188,096","192,386","-2,712","62,005","-5,091",-652,"56,443","45,546","109,309","-2,054","-98,480","2,122","7,184"
,10Å`12åé,,4th quarter,"33,055","-6,206",153,"185,537","185,385","-6,358","43,387","-4,126",-471,"45,254","39,262","-15,910","1,469","19,090","1,343","12,671"
ïΩê¨28îN,1Å`3åé,2016,1st quarter,"60,872","10,962","8,189","173,649","165,460","2,773","56,477","-6,567","-5,618","91,684","35,153","203,267","-12,156","-134,761",181,"36,430"
,4Å`6åé,,2nd quarter,"48,990","9,674","14,545","165,277","150,733","-4,871","44,202","-4,887",37,"71,958","19,274","44,927","-11,899","20,529",-874,"22,931"
,7Å`9åé,,3rd quarter,"61,464","11,628","14,869","167,497","152,628","-3,241","55,395","-5,560",-864,"109,815","51,632","103,736","-8,913","-35,430","-1,209","49,216"
,10Å`12åé,,4th quarter,"42,584","11,623","17,572","184,504","166,931","-5,949","35,403","-4,442",-988,"12,602","42,528","-55,433","16,385","13,000","-3,879","-28,995"
ïΩê¨29îN,1Å`3åé,2017,1st quarter,"63,733","11,158","10,876","190,748","179,871",282,"58,731","-6,156",-670,"55,590","64,179","-41,496","11,978","9,264","11,664","-7,474"
,4Å`6åé,,2nd quarter,"48,017","6,411","9,432","182,739","173,307","-3,021","45,748","-4,142","-1,353","49,285","36,712","-12,284","-1,956","21,567","5,246","2,621"
,7Å`9åé,,3rd quarter,"72,531","14,987","17,479","192,864","175,385","-2,492","63,224","-5,680",-203,"52,161","37,511","50,543","5,288","-50,712","9,531","-20,167"
,10Å`12åé,,4th quarter,"43,498","9,650","11,326","206,184","194,859","-1,676","39,140","-5,292",-574,"31,077","35,716","-53,276","19,212","29,348",77,"-11,846"
ïΩê¨30îN,1Å`3åé,2018,1st quarter,"59,949","9,349","7,101","201,013","193,912","2,247","57,218","-6,618",-925,"75,650","37,268","84,087","-3,945","-49,616","7,856","16,626"
,4Å`6åé,,2nd quarter,"50,258","4,209","10,660","199,230","188,570","-6,452","50,337","-4,288",-654,"52,768","32,976","-14,535","2,121","23,681","8,525","3,164"
,7Å`9åé,,3rd quarter,"58,131","-1,406",619,"200,893","200,274","-2,024","64,962","-5,425",-228,"45,121","37,697","96,964","3,962","-106,011","12,509","-12,782"
,10Å`12åé,,4th quarter,"26,709","-11,100","-7,116","211,127","218,242","-3,984","41,509","-3,700",-298,"27,822","41,152","-65,988",-899,"55,819","-2,262","1,412"
ïΩê¨31îN,1Å`3åé,2019,1st quarter,"58,739","1,782","1,495","191,237","189,743",288,"60,896","-3,939",-468,"90,501","95,712","52,991","-3,887","-69,003","14,689","32,231"
óﬂòaå≥îN,4Å`6åé,,2nd quarter,"43,882","-4,957","-1,170","186,460","187,630","-3,788","50,511","-1,672",-947,"60,850","52,074","-2,503",408,645,"10,227","17,916"
,7Å`9åé,,3rd quarter,"54,852","-5,915","-1,225","187,291","188,517","-4,690","65,858","-5,091","-1,986","75,081","42,227","93,673","-4,308","-58,732","2,221","22,216"
,10Å`12åé,,4th quarter,"35,040",-228,"2,403","192,763","190,360","-2,631","38,266","-2,998",-730,"22,191","48,579","-50,494","11,487","11,717",902,"-12,120"
óﬂòa2îN,1Å`3åé,2020,1st quarter,"52,939","-2,448","3,745","180,179","176,434","-6,193","60,442","-5,056",-942,"46,445","47,349","182,514","-10,933","-179,905","7,421","-5,552"
,4Å`6åé,,2nd quarter,"8,929","-28,565","-15,483","139,293","154,776","-13,083","40,957","-3,462",-216,"16,702","7,186","-2,292","7,532","-3,951","8,227","7,988"
,7Å`9åé,,3rd quarter,"48,974","5,394","14,530","163,379","148,849","-9,136","54,434","-10,853",-570,"44,110","20,927","-54,690","-1,846","82,950","-3,232",-4295
,10Å`12åé,,4th quarter,"49,074","16,847","24,986","189,777","164,791","-8,139","38,554","-6,327",-345,"33,994","18,436","-81,616","13,246","84,365",-437,"-14,736"
óﬂòa3îN,1Å`3åé,2021,1st quarter,"62,365","8,895","13,819","191,185","177,366","-4,924","60,649","-7,179",-960,"38,228","43,302","-14,698","8,331","-6,953","8,246","-23,176"
,4Å`6åé,,2nd quarter,"55,429","-6,689","9,281","201,866","192,585","-15,970","66,810","-4,692",-348,"42,506","48,536","-51,860","10,832","31,913","3,084","-12,576"
,7Å`9åé,,3rd quarter,"60,844","-10,421",-18,"206,815","206,834","-10,403","77,722","-6,457","-2,043","64,768","52,952","-2,141","2,238","-36,313","48,032","5,967"
,10Å`12åé,,4th quarter,"36,029","-16,620","-5,459","223,660","229,119","-11,161","57,910","-5,262",-881,"22,178","46,941","-150,476",284,"115,891","9,536","-12,969"
óﬂòa4îN,1Å`3åé,2022,1st quarter,"48,918","-30,250","-18,847","224,156","243,004","-11,402","87,275","-8,107",-435,"50,845","28,015","44,023","3,521","-26,072","1,359","2,363"
,4Å`6åé,,2nd quarter,"22,996","-51,195","-36,756","240,686","277,441","-14,439","78,373","-4,182",265,522,"46,500","-117,187","26,979","43,005","1,225","-22,739"
,7Å`9åé,,3rd quarter,"22,308","-72,744","-54,071","255,704","309,775","-18,674","101,051","-5,998",-464,"11,291","43,533","-90,283","10,031","68,896","-20,886","-10,553"
,10Å`12åé,,4th quarter,"20,203","-56,476","-45,433","268,035","313,468","-11,043","83,719","-7,039",-510,"1,534","50,119","-28,545","10,319","21,911","-52,270","-18,160"
óﬂòa5îN,1Å`3åé,2023,1st quarter,"25,586","-52,266","-42,457","233,473","275,930","-9,809","90,982","-13,130","-1,019","76,468","43,369","150,918","-10,063","-114,816","7,060","51,901"
,4Å`6åé,,2nd quarter,"57,700","-22,337","-10,803","241,525","252,327","-11,534","88,866","-8,829",-972,"48,121","67,449","-91,819","24,204","42,448","5,839","-8,607"
,7Å`9åé,,3rd quarter,"82,968","-14,851","-2,461","256,357","258,818","-12,390","108,286","-10,468","-1,297","80,614","77,203","218,173","33,425","-264,089","15,903","-1,056"
,10Å`12åé,,4th quarter,"58,501","-10,068","-10,394","273,560","283,954",327,"77,528","-8,959",-617,"40,116","61,618","-2,629","17,404","-49,918","13,641","-17,768"
óﬂòa6îN,1Å`3åé,2024,1st quarter,"65,042","-19,971","-11,166","252,326","263,492","-8,805","100,662","-15,649",-452,"59,474","67,513","-38,335",696,"21,518","8,082","-5,116"
,4Å`6åé,,2nd quarter,"69,291","-20,909","-9,039","261,633","270,672","-11,870","99,795","-9,595",-753,"41,097","71,253","33,912","35,863","-8,883","-91,048","-27,441"
,7Å`9åé,,3rd quarter,"91,234","-20,117","-9,366","270,070","279,435","-10,751","124,513","-13,163",-708,"85,318","74,725","249,038","-12,280","-190,469","-35,696","-5,208"
,10Å`12åé,,4th quarter,"67,206","1,910","2,425","282,198","279,772",-515,"78,313","-13,017",-294,"63,756","71,881","-105,072","22,554","58,483","15,910","-3,156"
óﬂòa7îN,1Å`3åé,2025,1st quarter,"72,584","-22,559","-14,330","264,401","278,731","-8,229","111,462","-16,319","-1,351","65,138","53,299","67,707","14,591","-80,499","10,040","-6,096"
,4Å`6åé,,2nd quarter,"69,723","-7,862",-305,"260,389","260,694","-7,556","92,748","-15,163","-1,853","78,329","73,262","-124,582","-1,224","118,402","12,471","10,459"
,7Å`9åé,,3rd quarter,"106,591","-11,192","1,727","270,225","268,499","-12,918","132,203","-14,421",-539,"98,552","55,940","43,798","14,256","-29,997","14,555","-7,500"
,10Å`12åé,,4th quarter,"73,453","1,505","7,232","290,450","283,219","-5,727","81,788","-9,840",-579,"54,819","74,565","-143,845","28,586","77,079","18,435","-18,055"
óﬂòa8îN,1Å`3åé,2026,1st quarter,"96,454","-6,928","4,748","292,445","287,698","-11,675","116,258","-12,876","-1,106","79,775","40,674","-123,601","22,090","131,793","8,819","-15,573"
