tier,period,specification,variable,horizon,response,lower,upper
daily,paper,restricted,equity_pct,1,0.00043988434886681264,,
daily,paper,restricted,equity_pct,3,-0.011654228392031465,,
daily,paper,restricted,equity_pct,6,-0.01354456551408661,,
daily,paper,restricted,equity_pct,12,-0.027728663099634083,,
daily,paper,restricted,equity_pct,24,-0.009764773117185101,,
daily,paper,restricted,equity_pct,125,-0.006636501245888835,,
daily,paper,restricted,other_pct,0,0.0027112586653451455,,
daily,paper,restricted,other_pct,1,0.01844678111888922,,
daily,paper,restricted,other_pct,3,0.07658555971776235,,
daily,paper,restricted,other_pct,6,0.096478843736312,,
daily,paper,restricted,other_pct,12,0.07051994522467865,,
daily,paper,restricted,other_pct,24,-0.0024100000509326893,,
daily,paper,restricted,other_pct,125,0.003928162684231797,,
daily,paper,restricted,direct_pct,0,0.0003567675883654864,,
daily,paper,restricted,direct_pct,1,0.00023181406270708443,,
daily,paper,restricted,direct_pct,3,-0.0005782026396150689,,
daily,paper,restricted,direct_pct,6,0.0011208950619879384,,
daily,paper,restricted,direct_pct,12,0.0018035256333969376,,
daily,paper,restricted,direct_pct,24,-0.0003917980108695069,,
daily,paper,restricted,direct_pct,125,0.0005639496892340555,,
daily,extended,restricted,risk_off,0,0.10481885523931017,,
daily,extended,restricted,risk_off,1,0.04908970169789274,,
daily,extended,restricted,risk_off,3,0.015370363726454095,,
daily,extended,restricted,risk_off,6,0.01340700813473753,,
daily,extended,restricted,risk_off,12,0.014719472657469238,,
daily,extended,restricted,risk_off,24,0.01028022171981646,,
daily,extended,restricted,risk_off,125,0.005181623738198616,,
daily,extended,restricted,log_wui,0,1.840801415567044e-05,,
daily,extended,restricted,log_wui,1,0.00037110866860012306,,
daily,extended,restricted,log_wui,3,2.5904381172313417e-05,,
daily,extended,restricted,log_wui,6,0.00023939573584235278,,
daily,extended,restricted,log_wui,12,-0.002005782853751193,,
daily,extended,restricted,log_wui,24,-0.004887948800035879,,
daily,extended,restricted,log_wui,125,-0.004033527631056032,,
daily,extended,restricted,spread,0,0.0035205641858499157,,
daily,extended,restricted,spread,1,0.0005964507299752173,,
daily,extended,restricted,spread,3,0.0021476234028922014,,
daily,extended,restricted,spread,6,0.0028245300782922334,,
daily,extended,restricted,spread,12,0.005197426719560454,,
daily,extended,restricted,spread,24,0.0074830840802172765,,
daily,extended,restricted,spread,125,0.011193885381014498,,
daily,extended,restricted,log_rgdp,0,-1.9518622672412592e-05,,
daily,extended,restricted,log_rgdp,1,-4.57402387975746e-05,,
daily,extended,restricted,log_rgdp,3,-7.715713768267266e-05,,
daily,extended,restricted,log_rgdp,6,-0.00010018820468731369,,
daily,extended,restricted,log_rgdp,12,-0.00019556630850251015,,
daily,extended,restricted,log_rgdp,24,-0.0003489277199363448,,
daily,extended,restricted,log_rgdp,125,-0.0006241173497894221,,
daily,extended,restricted,log_reer,0,5.775877941527072e-05,,
daily,extended,restricted,log_reer,1,0.00010463186537570195,,
daily,extended,restricted,log_reer,3,0.00019095759557056398,,
daily,extended,restricted,log_reer,6,0.00040992307441670416,,
daily,extended,restricted,log_reer,12,0.0005973494653431287,,
daily,extended,restricted,log_reer,24,0.0009528046289387131,,
daily,extended,restricted,log_reer,125,0.0018380167293346938,,
daily,extended,restricted,log_nikkei,0,-0.0013843426533483199,,
daily,extended,restricted,log_nikkei,1,-0.0031614836441990063,,
daily,extended,restricted,log_nikkei,3,-0.0029355201009397844,,
daily,extended,restricted,log_nikkei,6,-0.0029041324870624744,,
daily,extended,restricted,log_nikkei,12,-0.003282620107340335,,
daily,extended,restricted,log_nikkei,24,-0.00418393879632579,,
daily,extended,restricted,log_nikkei,125,-0.006029476557730352,,
daily,extended,restricted,debtsec_pct,0,-0.004795742367541208,,
daily,extended,restricted,debtsec_pct,1,-0.012891772705220603,,
daily,extended,restricted,debtsec_pct,3,-0.03713747752403086,,
daily,extended,restricted,debtsec_pct,6,-0.026948075772755507,,
daily,extended,restricted,debtsec_pct,12,-0.03667121230018827,,
daily,extended,restricted,debtsec_pct,24,-0.025622414835728302,,
daily,extended,restricted,debtsec_pct,125,-0.011638892348171451,,
daily,extended,restricted,equity_pct,0,-0.0014237771370878007,,
daily,extended,restricted,equity_pct,1,-0.004014034945804742,,
daily,extended,restricted,equity_pct,3,-0.01424193404105079,,
daily,extended,restricted,equity_pct,6,-0.016507041845033477,,
daily,extended,restricted,equity_pct,12,-0.03382171143543807,,
daily,extended,restricted,equity_pct,24,-0.025378591925060482,,
daily,extended,restricted,equity_pct,125,-0.010757106351033238,,
daily,extended,restricted,other_pct,0,0.015510867764810247,,
daily,extended,restricted,other_pct,1,0.03482667852471087,,
daily,extended,restricted,other_pct,3,0.08554006657556674,,
daily,extended,restricted,other_pct,6,0.07752266687394936,,
daily,extended,restricted,other_pct,12,0.10370308059594743,,
daily,extended,restricted,other_pct,24,0.057921522070738536,,
daily,extended,restricted,other_pct,125,0.010924693859734968,,
daily,extended,restricted,direct_pct,0,0.0006078093385465191,,
daily,extended,restricted,direct_pct,1,0.0008315570701229009,,
daily,extended,restricted,direct_pct,3,0.00034151670268113446,,
daily,extended,restricted,direct_pct,6,0.0012624581893994468,,
daily,extended,restricted,direct_pct,12,0.0019072341829862458,,
daily,extended,restricted,direct_pct,24,-2.1373623053135638e-05,,
daily,extended,restricted,direct_pct,125,0.000954926443462645,,
monthly,paper,restricted,risk_off,0,0.12381146620536974,0.12381146620536974,0.12381146620536974
monthly,paper,restricted,risk_off,1,0.05376329301520413,0.03582428153031493,0.06604126709492525
monthly,paper,restricted,risk_off,3,0.018848707091304994,0.002446572037552162,0.028608749819248328
monthly,paper,restricted,risk_off,6,0.0023891792232485845,-0.010875632801359541,0.013442228741736808
monthly,paper,restricted,risk_off,12,0.0070204451036785225,-0.002934411188698825,0.01599679933031044
monthly,paper,restricted,risk_off,24,0.0053408352685568716,-0.0007894047577208292,0.012267948229016442
monthly,paper,restricted,risk_off,40,0.004425528277633886,-1.1475867232658988e-05,0.009893863614408293
monthly,paper,restricted,log_wui,0,0.007255442917004851,0.007255442917004851,0.007255442917004851
monthly,paper,restricted,log_wui,1,0.012066021802343355,-0.006055702232698879,0.029311734677918717
monthly,paper,restricted,log_wui,3,0.033422412191560946,-0.008296947403946812,0.07247523953442238
monthly,paper,restricted,log_wui,6,0.047998760491796556,0.012015093912314881,0.0852924913720322
monthly,paper,restricted,log_wui,12,-0.006206935974351417,-0.04035204840917069,0.0168680876416237
monthly,paper,restricted,log_wui,24,-0.006926692262042215,-0.024960260754707045,0.004133174389199309
monthly,paper,restricted,log_wui,40,-0.008027051038365297,-0.021082953747528187,0.0017539290166240494
monthly,paper,restricted,spread,0,0.02372278186092838,0.02372278186092838,0.02372278186092838
monthly,paper,restricted,spread,1,0.07592854174386057,0.05619254651349623,0.09468007015165568
monthly,paper,restricted,spread,3,0.12549689099280525,0.09404667530495754,0.15279536001170985
monthly,paper,restricted,spread,6,0.12162635870867856,0.08179255521855197,0.15089600880101822
monthly,paper,restricted,spread,12,0.07471156345481854,0.030563273420952115,0.1015446980494323
monthly,paper,restricted,spread,24,0.035993208621398626,0.0051401351169849925,0.05725936139217942
monthly,paper,restricted,spread,40,0.010250800322520895,-0.00545433440339703,0.024010297018251473
monthly,paper,restricted,log_rgdp,0,-3.6334477969197575e-05,-3.6334477969197575e-05,-3.6334477969197575e-05
monthly,paper,restricted,log_rgdp,1,-0.0015665511181160129,-0.0024600527718223074,-0.0006846269951674863
monthly,paper,restricted,log_rgdp,3,-0.004253884695954658,-0.005376758903256012,-0.002972901931635002
monthly,paper,restricted,log_rgdp,6,-0.0037424626573638767,-0.004840674142021131,-0.002146742524123727
monthly,paper,restricted,log_rgdp,12,-0.00305288864871019,-0.0040320725519041156,-0.001108458819418756
monthly,paper,restricted,log_rgdp,24,-0.0022638569948952615,-0.0034333662788899456,-0.0005205462624748947
monthly,paper,restricted,log_rgdp,40,-0.00161104013340067,-0.002936195609818935,-0.0001648250701962217
monthly,paper,restricted,log_reer,0,0.005332295080937335,0.005332295080937335,0.005332295080937335
monthly,paper,restricted,log_reer,1,0.01048228372520912,0.007780001981595339,0.012827319556864643
monthly,paper,restricted,log_reer,3,0.012471956275378875,0.0077285495578318245,0.016232591717217065
monthly,paper,restricted,log_reer,6,0.01049070129604638,0.004620347629720275,0.013985810741646659
monthly,paper,restricted,log_reer,12,0.00558664057755678,-0.000783059218063434,0.0075639626928895075
monthly,paper,restricted,log_reer,24,0.0023959975961840435,-0.0015904776016467692,0.003704281074930701
monthly,paper,restricted,log_reer,40,0.0017556365373913193,-0.0008225132458606926,0.003328796253223151
monthly,paper,restricted,log_nikkei,0,-0.020967015295269432,-0.020967015295269432,-0.020967015295269432
monthly,paper,restricted,log_nikkei,1,-0.023357979761035538,-0.029281826125820677,-0.016037051196189648
monthly,paper,restricted,log_nikkei,3,-0.0206474214137733,-0.03001969707943037,-0.008737177482285141
monthly,paper,restricted,log_nikkei,6,-0.014389574735943843,-0.024954745454500583,0.0016147149017390911
monthly,paper,restricted,log_nikkei,12,-0.004929508657173584,-0.017161408586618642,0.014848083412072742
monthly,paper,restricted,log_nikkei,24,0.007320946610726757,-0.006927101638649887,0.028650351446985477
monthly,paper,restricted,log_nikkei,40,0.01395845399693413,-0.002316731759557855,0.035116645726100335
monthly,paper,restricted,debtsec_pct,0,-0.0984833603944271,-0.0984833603944271,-0.0984833603944271
monthly,paper,restricted,debtsec_pct,1,-0.15472933544749232,-0.37176066006305936,0.06504209455788469
monthly,paper,restricted,debtsec_pct,3,0.05476471277328823,-0.044996012421011665,0.17680195988436345
monthly,paper,restricted,debtsec_pct,6,0.007489230203667479,-0.025040655101229145,0.059559278440571455
monthly,paper,restricted,debtsec_pct,12,-0.004093120588059318,-0.01948993178100107,0.018674550751928674
monthly,paper,restricted,debtsec_pct,24,-0.0006113475577679223,-0.006520787411945138,0.009225736530135574
monthly,paper,restricted,debtsec_pct,40,0.003305115343761274,-0.0016303784330172458,0.010499661929052067
monthly,paper,restricted,equity_pct,0,-0.1642921390386352,-0.1642921390386352,-0.1642921390386352
monthly,paper,restricted,equity_pct,1,-0.026532740475501495,-0.12043903811884697,0.08906625603781246
monthly,paper,restricted,equity_pct,3,-0.04347565389233237,-0.09612023303028468,0.019707385128417406
monthly,paper,restricted,equity_pct,6,0.008304853080862432,-0.014468884979824742,0.046436566949954815
monthly,paper,restricted,equity_pct,12,-0.0003398655094534436,-0.012863849038170993,0.02020123791119432
monthly,paper,restricted,equity_pct,24,-0.008375921048047092,-0.021429920351623152,0.0023024476613028957
monthly,paper,restricted,equity_pct,40,-0.010854277322594799,-0.02478841959942348,0.0008590067295832016
monthly,paper,restricted,other_pct,0,0.16173785989005807,0.16173785989005807,0.16173785989005807
monthly,paper,restricted,other_pct,1,0.009294235405489572,-0.36777807863690115,0.403127755764658
monthly,paper,restricted,other_pct,3,-0.22419517831363533,-0.4164632975761283,-0.028073332581006253
monthly,paper,restricted,other_pct,6,-0.0957207727164409,-0.20350951435327538,0.006489490792685882
monthly,paper,restricted,other_pct,12,-0.06643473977845885,-0.13230305843769666,0.004060091869527725
monthly,paper,restricted,other_pct,24,-0.05514117650198569,-0.1117067129535562,-0.0008456958119013052
monthly,paper,restricted,other_pct,40,-0.04575080859863432,-0.09544243506525062,-0.0006709375218598371
monthly,paper,restricted,direct_pct,0,0.009627254927925481,0.009627254927925481,0.009627254927925481
monthly,paper,restricted,direct_pct,1,-0.017137820292787,-0.047020981358771016,0.01362496508357313
monthly,paper,restricted,direct_pct,3,0.04190249111486478,0.018943576329375184,0.06333209362231317
monthly,paper,restricted,direct_pct,6,0.002822083713402983,-0.009301527325541218,0.013849684978602441
monthly,paper,restricted,direct_pct,12,0.002759962659369978,-0.0063745734116431975,0.011419480664728327
monthly,paper,restricted,direct_pct,24,0.0057360193364359305,-0.0015644995030861125,0.014310954422944179
monthly,paper,restricted,direct_pct,40,0.006657064069308739,-0.00019911065141041756,0.015128805096066317
monthly,paper,unrestricted,risk_off,0,0.11078814726960769,0.09978807976465805,0.12070198917602161
monthly,paper,unrestricted,risk_off,1,0.045716486594259434,0.02797984250955156,0.05789907156953165
monthly,paper,unrestricted,risk_off,3,-0.006287594526422152,-0.020891406948671684,0.003841491148549501
monthly,paper,unrestricted,risk_off,6,-0.0018444067086630135,-0.009896026969874828,0.004004839091893792
monthly,paper,unrestricted,risk_off,12,-3.905578390006062e-05,-0.004139097726950582,0.0025339506781685726
monthly,paper,unrestricted,risk_off,24,0.0002947626711990582,-0.0012611907347134905,0.0013616442860152995
monthly,paper,unrestricted,risk_off,40,2.978210508499203e-05,-0.0005622424372332351,0.000585463260935677
monthly,paper,unrestricted,log_wui,0,0.008108331510749245,-0.010284388139051479,0.026052612179587365
monthly,paper,unrestricted,log_wui,1,0.014508847950296503,-0.0235683368624991,0.049855036967481815
monthly,paper,unrestricted,log_wui,3,0.040245072584211415,-0.013769138592914017,0.09219693687249782
monthly,paper,unrestricted,log_wui,6,0.05433984539106947,0.0051645127367951045,0.0894537373325355
monthly,paper,unrestricted,log_wui,12,-0.0035549124893250322,-0.03566400263608907,0.01882287648563796
monthly,paper,unrestricted,log_wui,24,-0.0004638728582626142,-0.01569668519496531,0.011016729421817478
monthly,paper,unrestricted,log_wui,40,0.0016953903247135533,-0.005199923571792307,0.007926137110109168
monthly,paper,unrestricted,spread,0,0.02651143174661071,0.005854206868806449,0.045551957328078055
monthly,paper,unrestricted,spread,1,0.07359255701000411,0.04070023806572004,0.10316760180214335
monthly,paper,unrestricted,spread,3,0.10570939854128127,0.05857841923692651,0.13854951804758311
monthly,paper,unrestricted,spread,6,0.07926977688571858,0.031679901798273034,0.10850443278835648
monthly,paper,unrestricted,spread,12,0.05431730200884585,0.00652555603238365,0.07787080855619684
monthly,paper,unrestricted,spread,24,0.023073840742848732,-0.010292668924840029,0.04009012951454114
monthly,paper,unrestricted,spread,40,0.007832544801844128,-0.011953378137810734,0.022409198082531036
monthly,paper,unrestricted,log_rgdp,0,-4.060565233802327e-05,-0.0010729192868157613,0.0009012489354795851
monthly,paper,unrestricted,log_rgdp,1,-0.0014769331553364877,-0.0026526375705333925,-0.00012126745213279228
monthly,paper,unrestricted,log_rgdp,3,-0.0036655483877227847,-0.005150040064206244,-0.0018845098907729625
monthly,paper,unrestricted,log_rgdp,6,-0.0022868445247190903,-0.0034664401239070837,-0.0005014179485358321
monthly,paper,unrestricted,log_rgdp,12,-0.001995774038343892,-0.002879873623816889,-0.00010540917408670347
monthly,paper,unrestricted,log_rgdp,24,-0.001011347743500823,-0.0016038111186692885,0.00034978053423282134
monthly,paper,unrestricted,log_rgdp,40,-0.0003898082608855663,-0.0008032902469149893,0.0003634074426661041
monthly,paper,unrestricted,log_reer,0,0.00595911465694881,0.00316675409452987,0.008313076167963658
monthly,paper,unrestricted,log_reer,1,0.01117680372860811,0.006771107426360267,0.01478030693791919
monthly,paper,unrestricted,log_reer,3,0.012496477477837664,0.006097076328315556,0.017388159471016164
monthly,paper,unrestricted,log_reer,6,0.009473378957348488,0.0025625580542772983,0.013943606887638325
monthly,paper,unrestricted,log_reer,12,0.005584453370419614,-0.0016304021076941812,0.009247511087229031
monthly,paper,unrestricted,log_reer,24,0.0020280633779888447,-0.0031296594107068543,0.004981514763571111
monthly,paper,unrestricted,log_reer,40,0.0006658039844839993,-0.0021127088238375395,0.0026304840700221007
monthly,paper,unrestricted,log_nikkei,0,-0.02343172053721906,-0.030040249879778432,-0.016859732761371444
monthly,paper,unrestricted,log_nikkei,1,-0.0265424701245274,-0.035147547591828115,-0.015194757683451323
monthly,paper,unrestricted,log_nikkei,3,-0.025034699978464504,-0.036076677248102366,-0.009696476315632028
monthly,paper,unrestricted,log_nikkei,6,-0.021078215363185805,-0.0317140725049195,-0.0037456020351327372
monthly,paper,unrestricted,log_nikkei,12,-0.014191025763867961,-0.025489560372515232,0.004488302405806455
monthly,paper,unrestricted,log_nikkei,24,-0.006139212069296388,-0.01663523248740217,0.008667853886558613
monthly,paper,unrestricted,log_nikkei,40,-0.0021042147054590294,-0.009728422369473036,0.006788126430952955
monthly,paper,unrestricted,debtsec_pct,0,-0.11006023250477008,-0.3228591749411599,0.11607797582607242
monthly,paper,unrestricted,debtsec_pct,1,-0.1459835810519401,-0.36459002418601494,0.08875038868739797
monthly,paper,unrestricted,debtsec_pct,3,0.0744468095220504,-0.03808271643792999,0.21284518370473546
monthly,paper,unrestricted,debtsec_pct,6,0.008233106095464118,-0.041207928726066746,0.06734485689355411
monthly,paper,unrestricted,debtsec_pct,12,-0.004945980352345353,-0.024561953883943017,0.02426968679141831
monthly,paper,unrestricted,debtsec_pct,24,-0.0037079359205579154,-0.013400182056499297,0.010253563740221912
monthly,paper,unrestricted,debtsec_pct,40,-0.0006393657515731239,-0.007006229634818544,0.006175441739672205
monthly,paper,unrestricted,equity_pct,0,-0.18360493538075184,-0.2929011428022579,-0.0803299609488432
monthly,paper,unrestricted,equity_pct,1,-0.04132434178508222,-0.14037526063019093,0.07226030996630563
monthly,paper,unrestricted,equity_pct,3,-0.04864289804257446,-0.10235108771461027,0.025063652452844205
monthly,paper,unrestricted,equity_pct,6,0.019681590608030583,-0.008303203896481292,0.063239687226295
monthly,paper,unrestricted,equity_pct,12,0.004067022832631486,-0.009028702293367908,0.028685270502513977
monthly,paper,unrestricted,equity_pct,24,0.0004294243223334435,-0.00898508433277803,0.00952531320114349
monthly,paper,unrestricted,equity_pct,40,0.0004007636029081571,-0.004867094412555713,0.005959200736887206
monthly,paper,unrestricted,other_pct,0,0.1807503967475411,-0.27866721753660073,0.5611388260260012
monthly,paper,unrestricted,other_pct,1,0.02226455442012023,-0.389068057967039,0.39238184547941857
monthly,paper,unrestricted,other_pct,3,-0.18275335677349977,-0.3929825926633927,0.04087825965955376
monthly,paper,unrestricted,other_pct,6,-0.016350419357183628,-0.12567899027373358,0.07967298191877825
monthly,paper,unrestricted,other_pct,12,-0.031538594432369345,-0.07980552159426044,0.015577263761042428
monthly,paper,unrestricted,other_pct,24,-0.014402163911638852,-0.03513183434408335,0.008421157903139711
monthly,paper,unrestricted,other_pct,40,-0.00562503362934579,-0.014039137763370024,0.006253827358264924
monthly,paper,unrestricted,direct_pct,0,0.010758953710620146,-0.022059053960638488,0.04392538071521031
monthly,paper,unrestricted,direct_pct,1,-0.019346813742434604,-0.056603106710337116,0.01849670226680879
monthly,paper,unrestricted,direct_pct,3,0.036191314697756556,0.007024314433820786,0.05976992061838384
monthly,paper,unrestricted,direct_pct,6,-0.009706632487727877,-0.02191420048316496,0.0016324101107038711
monthly,paper,unrestricted,direct_pct,12,-0.0015173196394313705,-0.00693764065256392,0.0026759312039240637
monthly,paper,unrestricted,direct_pct,24,-0.0001836499665933544,-0.002969843798275722,0.002873802823928928
monthly,paper,unrestricted,direct_pct,40,-4.3814069254533915e-05,-0.002003769096724801,0.0015922206123004485
monthly,extended,restricted,risk_off,0,0.11663595864140044,0.11663595864140044,0.11663595864140044
monthly,extended,restricted,risk_off,1,0.04846459215431402,0.03285512469150828,0.058194995864541875
monthly,extended,restricted,risk_off,3,0.0014151603693089224,-0.012009601347202302,0.01266131176489919
monthly,extended,restricted,risk_off,6,0.006967161156811456,-0.0014986787385751713,0.016019557153413556
monthly,extended,restricted,risk_off,12,0.0018907085932751016,-0.0033503469086424505,0.008676940087011125
monthly,extended,restricted,risk_off,24,0.0024534069820896505,-0.0007485786281836303,0.007849139565901418
monthly,extended,restricted,risk_off,40,0.0010895105025658738,-0.0010681767034410076,0.004717494023786008
monthly,extended,restricted,log_wui,0,0.00429243683125302,0.00429243683125302,0.00429243683125302
monthly,extended,restricted,log_wui,1,0.0007532304656025706,-0.011459318619556798,0.011554006046617852
monthly,extended,restricted,log_wui,3,-0.016229879698928886,-0.059028214533769864,0.022070432819943038
monthly,extended,restricted,log_wui,6,-0.03570984820638962,-0.08510970006781514,0.006000219067432278
monthly,extended,restricted,log_wui,12,-0.01177140916655388,-0.04931433162808035,0.013571581353924963
monthly,extended,restricted,log_wui,24,-0.009675301295786826,-0.03244754420105574,0.003823332845284798
monthly,extended,restricted,log_wui,40,-0.0063437977098580395,-0.02101654613476968,0.0026718765056090625
monthly,extended,restricted,spread,0,0.008752894200272383,0.008752894200272383,0.008752894200272383
monthly,extended,restricted,spread,1,0.049290894426146266,0.03198769512933439,0.06672454866360036
monthly,extended,restricted,spread,3,0.07862791642618731,0.048666063593417436,0.10602884761420567
monthly,extended,restricted,spread,6,0.08790680450145366,0.05677735095947484,0.11787928914580938
monthly,extended,restricted,spread,12,0.07976236252948342,0.04672930532587982,0.11031737388807185
monthly,extended,restricted,spread,24,0.060405975869955365,0.027902098191551133,0.09293375271144405
monthly,extended,restricted,spread,40,0.039617165598926904,0.012837336945032423,0.07392195926561132
monthly,extended,restricted,log_rgdp,0,-9.203975982458247e-05,-9.203975982458247e-05,-9.203975982458247e-05
monthly,extended,restricted,log_rgdp,1,-0.00020934338407389467,-0.00039701055984320987,3.3405256302303443e-06
monthly,extended,restricted,log_rgdp,3,-0.00014194236333588969,-0.0008452442347950697,0.0005995183152535789
monthly,extended,restricted,log_rgdp,6,-0.0006586530784920588,-0.0014797642466111555,0.00043478422405385524
monthly,extended,restricted,log_rgdp,12,-0.00033374409204873546,-0.000719805406812951,0.0004605995192814803
monthly,extended,restricted,log_rgdp,24,-0.000240846072605503,-0.0004770826485745248,0.0004361470368452681
monthly,extended,restricted,log_rgdp,40,-1.5449844050114683e-05,-0.00012421224946304336,0.00047285140267103756
monthly,extended,restricted,log_reer,0,0.0027202909984125607,0.0027202909984125607,0.0027202909984125607
monthly,extended,restricted,log_reer,1,0.004469693429092235,0.00198502852464909,0.006619334018921841
monthly,extended,restricted,log_reer,3,0.0038447500341772514,-0.00020270481067635043,0.007063586837623277
monthly,extended,restricted,log_reer,6,0.004751769662013383,0.0005505458528374331,0.008263986605912975
monthly,extended,restricted,log_reer,12,0.004878349800830054,0.0013764585947596845,0.0075611400547118315
monthly,extended,restricted,log_reer,24,0.004393926550288931,0.0016602172736303288,0.006608497110093107
monthly,extended,restricted,log_reer,40,0.0031381885668503645,0.0011351837133956727,0.004965208820552709
monthly,extended,restricted,log_nikkei,0,-0.014569915533072712,-0.014569915533072712,-0.014569915533072712
monthly,extended,restricted,log_nikkei,1,-0.01595939230955442,-0.020771306378056915,-0.010079569535616452
monthly,extended,restricted,log_nikkei,3,-0.017298583933584657,-0.024794603406470526,-0.0077206384153723695
monthly,extended,restricted,log_nikkei,6,-0.02253706276542282,-0.03056990299111065,-0.009729327939696584
monthly,extended,restricted,log_nikkei,12,-0.024956529194773616,-0.0318700787985082,-0.011836634405991425
monthly,extended,restricted,log_nikkei,24,-0.022140098264904824,-0.02872690149239125,-0.01048795337640335
monthly,extended,restricted,log_nikkei,40,-0.017704208417743537,-0.025951923051223135,-0.008014274153841044
monthly,extended,restricted,debtsec_pct,0,-0.09861963577930521,-0.09861963577930521,-0.09861963577930521
monthly,extended,restricted,debtsec_pct,1,-0.17817798631855686,-0.38284232338112206,0.039917503397584896
monthly,extended,restricted,debtsec_pct,3,0.35298268049632886,0.18801959086832437,0.5289033153172439
monthly,extended,restricted,debtsec_pct,6,0.05870984462558603,-0.03384851747010428,0.14817505310381834
monthly,extended,restricted,debtsec_pct,12,-0.007459390031704231,-0.035357043441387716,0.02653442784274015
monthly,extended,restricted,debtsec_pct,24,-0.011708075501289647,-0.02606069863489356,0.012238031527156475
monthly,extended,restricted,debtsec_pct,40,-0.013129353529211988,-0.024129215045879265,0.002256927503464336
monthly,extended,restricted,equity_pct,0,-0.12350416040268103,-0.12350416040268103,-0.12350416040268103
monthly,extended,restricted,equity_pct,1,-0.035781152477653504,-0.12355975939446832,0.061519450013084086
monthly,extended,restricted,equity_pct,3,-0.09947102194364889,-0.1669756923810878,-0.023718742404450932
monthly,extended,restricted,equity_pct,6,-0.06681772771163218,-0.105078693822769,-0.024358001553691635
monthly,extended,restricted,equity_pct,12,-0.01797575794985632,-0.03962699386475607,0.006377939120809173
monthly,extended,restricted,equity_pct,24,-0.008770483958707545,-0.027062161118634024,0.0038471201920827506
monthly,extended,restricted,equity_pct,40,-0.005279388546089138,-0.01885061540213198,0.0023840196630554662
monthly,extended,restricted,other_pct,0,0.056606244608723356,0.056606244608723356,0.056606244608723356
monthly,extended,restricted,other_pct,1,-0.03268692303573158,-0.3891830783530072,0.3106447945138226
monthly,extended,restricted,other_pct,3,-0.29689640904842834,-0.6061580601139622,-0.040777596165386225
monthly,extended,restricted,other_pct,6,0.0009722790092806106,-0.12963714301084556,0.12866011511409575
monthly,extended,restricted,other_pct,12,-0.006850776321219492,-0.04639309647968297,0.03656814326029066
